Est Number,Premise Name,Premise Address 1,Premise Zip Code,TYPE,Status,Inspection Date,Inspection Type,Score,Violation List,
108207,ROSEMONT STATION,222 ROSEMONT GARDEN,40503,605,ACTIVE,21-Sep-2023,1,92,   8  10  48  50  56,
108207,ROSEMONT STATION,222 ROSEMONT GARDEN,40503,605,ACTIVE,21-Sep-2023,2,95,  10  48  50  56,
108207,ROSEMONT STATION,222 ROSEMONT GARDEN,40503,607,ACTIVE,21-Sep-2023,2,95,  10  48  50  56,
108207,ROSEMONT STATION,222 ROSEMONT GARDEN,40503,607,ACTIVE,21-Sep-2023,1,92,   8  10  48  50  56,
108322,THE HUMAN BEAN,1946 HARRODSBURG RD,40503,605,ACTIVE,08-Aug-2023,1,95,  10  41  48  54,
108402,APOLLO PIZZA MEADOWTHORPE TAPROOM,1451 LEESTOWN RD,40511,605,ACTIVE,09-Oct-2023,1,94,  46  48  50  54  56,
108539,LEXMARK INTERNATIONAL INC,740 W. NEW CIRCLE,40511,610,INACTIVE,18-Aug-2023,1,100,,
109032,GO PUFF,"1109 VERSAILLES RD, UNIT 800",40508,610,ACTIVE,06-Oct-2023,1,95,  48  56  58,
109043,BRENDA COWAN ELEMENTARY,4801 ATHENS - BOONEBORO RD,40509,605,ACTIVE,22-Sep-2023,1,100,,
109399,COST PLUS WORLD MARKET,2321 SIR BARTON WAY #1060,40509,607,ACTIVE,18-Sep-2023,1,100,,
109424,OUTBACK STEAKHOUSE,3395 NICHOLASVILLE RD,40503,605,ACTIVE,18-Sep-2023,1,94,  10  41  48  49  56,
109549,GENESIS COFFEE HOUSE AND EATERY,"1403 N. FORBES RD, SUITE130",40511,605,ACTIVE,09-Aug-2023,1,97,  40  48,
109600,LEXMARK INTERNATIONAL 32 MKTC,740 W. NEW CIRCLE,40511,610,INACTIVE,18-Aug-2023,1,100,,
109602,RESIDENCE INN BY MARRIOTT,150 W. MAIN ST,40507,605,ACTIVE,03-Aug-2023,1,97,  48  51,
109602,RESIDENCE INN BY MARRIOTT,150 W. MAIN ST,40507,605,ACTIVE,03-Aug-2023,1,100,,
109602,RESIDENCE INN BY MARRIOTT,150 W. MAIN ST,40507,607,ACTIVE,03-Aug-2023,1,97,  48  51,
109602,RESIDENCE INN BY MARRIOTT,150 W. MAIN ST,40507,607,ACTIVE,03-Aug-2023,1,100,,
109608,STARBUCKS COFFEE #5447,1745 SHARKEY WAY,40511,605,ACTIVE,14-Aug-2023,1,94,  10  48  56  58,
109608,STARBUCKS COFFEE #5447,1745 SHARKEY WAY,40511,605,ACTIVE,28-Aug-2023,2,97,  48  56,
109690,TOTAL GRACE CHURCH,1313 N. LIMESTONE,40505,605,ACTIVE,15-Sep-2023,1,99,  56,
109756,DRAKE'S,1880 PLEASANT RIDGE DRIVE,40509,605,ACTIVE,12-Jul-2023,1,99,  45,
109789,LAROSA'S PIZZERIA,115 SOUTHLAND DR,40503,605,ACTIVE,22-Sep-2023,1,97,  40  45  50,
109840,PANDA EXPRESS,506 W. NEW CIRCLE RD,40505,605,ACTIVE,24-Jul-2023,1,99,  56,
109972,SELMA'S CATERING,720 HENRY CLAY BLVD,40505,605,ACTIVE,26-Jul-2023,1,99,  56,
109972,SELMA'S CATERING,720 HENRY CLAY BLVD,40505,605,ACTIVE,26-Jul-2023,1,96,  40  48  56,
109972,SELMA'S CATERING,720 HENRY CLAY BLVD,40505,607,ACTIVE,26-Jul-2023,1,96,  40  48  56,
109972,SELMA'S CATERING,720 HENRY CLAY BLVD,40505,607,ACTIVE,26-Jul-2023,1,99,  56,
109997,WENDY'S,1100 S. BROADWAY,40504,605,ACTIVE,05-Sep-2023,1,100,,
110153,DAUGHTERS SOUTHERN LLC (STATE MOBILE),720 FAULKHER,40505,605,ACTIVE,19-Aug-2023,1,99,  56,
110251,EL CAFE,"1801 ALEXANDRIA DR, STE. 164",40504,605,ACTIVE,10-Jul-2023,2,95,   1  15  49,
110251,EL CAFE,"1801 ALEXANDRIA DR, STE. 164",40504,605,ACTIVE,17-Jul-2023,2,100,,
110251,EL CAFE,"1801 ALEXANDRIA DR, STE. 164",40504,605,ACTIVE,02-Oct-2023,1,99,  40,
110344,CROSSROADS IGA STORE #68291,1803 GEORGETOWN RD.,40511,607,ACTIVE,06-Jul-2023,2,95,  10  40  46  48,
110344,CROSSROADS IGA STORE #68291,1803 GEORGETOWN RD.,40511,607,ACTIVE,06-Jul-2023,1,91,   1   6  10  40  46  48,
110344,CROSSROADS IGA STORE #68291,1803 GEORGETOWN RD.,40511,607,ACTIVE,06-Jul-2023,1,94,   6  39  46  48,
110344,CROSSROADS IGA STORE #68291,1803 GEORGETOWN RD.,40511,607,ACTIVE,06-Jul-2023,2,96,  39  46  48,
110542,KISMET,369 THOMPSON RD,40508,605,ACTIVE,03-Oct-2023,1,99,  56,
110648,PAPI'S RAPIDO,1214 S. BROADWAY,40504,605,ACTIVE,26-Jul-2023,1,93,  10  18  50  56  57,
110648,PAPI'S RAPIDO,1214 S. BROADWAY,40504,605,ACTIVE,09-Aug-2023,2,97,  50  56  57,
110684,EL PATIO,2628 RICHMOND RD,40509,605,ACTIVE,20-Jul-2023,1,85,   5  15  25  37  39  40  41  44  49  53  56,
110684,EL PATIO,2628 RICHMOND RD,40509,605,ACTIVE,03-Aug-2023,2,100,,
110892,EL MARIACHI MEXICAN,1916 JUSTICE DR SUITE 110,40509,605,ACTIVE,24-Aug-2023,1,100,,
110895,LEX LIVE - GAME DAY SPORTS BAR,301 S. BROADWAY,40508,605,ACTIVE,31-Aug-2023,1,99,  51,
110896,LEX LIVE - LOWER CONCESSION,301 S. BROADWAY,40508,605,ACTIVE,31-Aug-2023,1,99,  50,
110897,LEX LIVE - UPPER  CONCESSION/BAR,301 S. BROADWAY,40508,605,ACTIVE,31-Aug-2023,1,99,  50,
110898,LEX LIVE - MAIN KITCHEN,301 S. BROADWAY,40508,605,ACTIVE,31-Aug-2023,1,99,  50,
110899,LEX LIVE - CORNER BAR,310 S. BROADWAY,40508,605,ACTIVE,31-Aug-2023,1,99,  45,
110912,LEESTOWN COFFEE HOUSE,1416 LEESTOWN RD,40511,605,ACTIVE,03-Aug-2023,2,100,,
110912,LEESTOWN COFFEE HOUSE,1416 LEESTOWN RD,40511,605,ACTIVE,03-Aug-2023,1,96,   6  25,
110982,STEAM / SUCCESS ACADEMY,1555 GEORGETOWN RD.,40508,605,ACTIVE,06-Sep-2023,1,97,  48  57,
111071,NATHAN'S FOOD TRUCK #2,2548 LANGSTANE LANE,40511,605,ACTIVE,26-Aug-2023,1,99,  44,
111114,STARBUCKS,1720 FITZGERALD CT,40509,605,ACTIVE,12-Sep-2023,1,100,,
111153,PRESTON GREEN,1825 LITTLE HERB WAY,40509,605,ACTIVE,30-Aug-2023,1,69,   6   8  10  13  17  18  23  25  36  39  40  41  46  48  50  51  55  56  57  58,
111153,PRESTON GREEN,1825 LITTLE HERB WAY,40509,605,ACTIVE,14-Sep-2023,2,99,  50,
111167,EL BUEN TACO #2 (STATE MOBILE),"2220 DEVONPORT DR., H12",40504,605,ACTIVE,11-Sep-2023,12,,"NOTICE TO CORRECT
AN INSPECTION CONDUCTED DISCLOSED THE FOLLOWING VIOLATIONS: ESTABLISHMENT NOT REGISTERING LOCATION TO READY OP LINK AS REQUIRED.  NOTICE TO CORRECT THE ABOVE LISTED VIOLATIONS WITH A PERIOD OF 10 DAYS ",
111167,EL BUEN TACO #2 (STATE MOBILE),"2220 DEVONPORT DR., H12",40504,605,ACTIVE,11-Sep-2023,1,88,   8  10  21  37  40  43  55  56,
111167,EL BUEN TACO #2 (STATE MOBILE),"2220 DEVONPORT DR., H12",40504,605,ACTIVE,11-Sep-2023,2,95,  37  40  43  55  56,
111211,TEXAS ROADHOUSE,3116 RICHMOND ROAD,40509,605,ACTIVE,28-Aug-2023,1,85,  18  21  41  46  50  52  55  56  58,
111272,RD1 DISTILLERY,1170 MANCHESTER ST #190,40511,605,ACTIVE,28-Aug-2023,1,99,  44,
111416,MIDDLEGROUND MANAGEMENT LP,962 DELAWARE AVE,40505,605,ACTIVE,18-Jul-2023,1,98,  48,
111440,OLD NORTH BAR,"101 WEST LOUDON AVE, SUITE 116",40508,605,ACTIVE,21-Jul-2023,1,100,,
111497,JIMMY JOHN'S,1445 NEWTOWN DRIVE,40511,605,ACTIVE,19-Jul-2023,1,92,   1   2  44  46  48  56,
111497,JIMMY JOHN'S,1445 NEWTOWN DRIVE,40511,605,ACTIVE,02-Aug-2023,2,99,  38,
111502,"ESTEPP'S FRIENDLY SHELL, INC","1445 NEWTOWN CENTER WAY, STE 120",40511,607,ACTIVE,04-Aug-2023,1,99,  57,
111502,"ESTEPP'S FRIENDLY SHELL, INC","1445 NEWTOWN CENTER WAY, STE 120",40511,607,ACTIVE,04-Aug-2023,1,96,  48  50  57,
111541,HOME 2 SUITES,1750 PLEASANT RIDGE DRIVE,40509,605,ACTIVE,02-Aug-2023,1,100,,
111541,HOME 2 SUITES,1750 PLEASANT RIDGE DRIVE,40509,605,ACTIVE,02-Aug-2023,1,98,  48,
111541,HOME 2 SUITES,1750 PLEASANT RIDGE DRIVE,40509,607,ACTIVE,02-Aug-2023,1,98,  48,
111541,HOME 2 SUITES,1750 PLEASANT RIDGE DRIVE,40509,607,ACTIVE,02-Aug-2023,1,100,,
111550,NOURISHED FOLKS,"101 W. LOUDON AVE, STE 168",40508,605,ACTIVE,21-Jul-2023,1,97,  38  48,
111594,MARISCOS TIJUAS (STATE MOBILE),110 CYNTHIA DR,40356,605,ACTIVE,26-Aug-2023,2,,  37,
111594,MARISCOS TIJUAS (STATE MOBILE),110 CYNTHIA DR,40356,605,ACTIVE,26-Aug-2023,12,,"NOTICE TO CORRECT
AN INSPECTION CONDUCTED AT CRAVE DISCLOSED THE FOLLOWING VIOLATIONS: FOOD TRUCK WITH  HOT HOLDING UNITS OUTSIDE OF CONTAINED MOBILE FOOD UNIT/TRUCK, FLAT TOP GRILL OUTSIDE OF FOOD TRUCK, MUST APPLY FOR A TEMPORARY PERMIT
THIS IS AN OFFICIAL NOTICE TO CORRECT THE ABOVE LISTED VIOLATIONS WITHIN A PERIOD OF 5 DAYS FROM THE DATE OF RECEIPT OF THIS NOTICE.",
111594,MARISCOS TIJUAS (STATE MOBILE),110 CYNTHIA DR,40356,605,ACTIVE,26-Aug-2023,1,86,   8  21  22  37  38  40  48,
111594,MARISCOS TIJUAS (STATE MOBILE),110 CYNTHIA DR,40356,605,ACTIVE,26-Aug-2023,2,95,  37  38  40  48,
111635,CINNABON,"3401 NICHOLASVILLE RD, UNIT 311",40503,605,ACTIVE,28-Aug-2023,1,99,  38,
111742,MCDONALD'S #39362,1845 GEORGETOWN RD,40511,605,ACTIVE,10-Jul-2023,1,99,  50,
111811,JUSTINS' HOUSE OF BOURBON,601 WEST MAIN ST,40508,605,ACTIVE,11-Aug-2023,1,100,,
111863,ETHEREAL CORNERSTONE,405 S. LIMESTONE,40508,605,ACTIVE,15-Aug-2023,1,97,  48  50,
111927,CHARCUTAREIN,380 W. MAIN STREET,40507,605,ACTIVE,18-Aug-2023,1,100,,
112077,THE BLUSHERY,825 NATIONAL AVE,40502,607,ACTIVE,14-Jul-2023,1,98,  50  56,
112223,GARDENIA'S LLC DBA EL CID,701 NATIONAL AVE,40502,605,ACTIVE,11-Aug-2023,1,72,   1   3   5   6  10  17  21  25  40  41  44  46  47  48  50  56  57  58,
112223,GARDENIA'S LLC DBA EL CID,701 NATIONAL AVE,40502,605,ACTIVE,28-Aug-2023,2,92,   5  21  40  56  57,
112223,GARDENIA'S LLC DBA EL CID,701 NATIONAL AVE,40502,605,ACTIVE,05-Sep-2023,2,98,  56  57,
112255,"BIG CITY PIZZA HAMBURG, LLC",2312 SIR BARTON WAY #110,40509,605,ACTIVE,04-Oct-2023,1,96,  48  50  56,
112304,BIG KAHUNA HAWAIIAN BBQ,904 LIBERTY RD,40505,605,ACTIVE,04-Aug-2023,1,98,  41  54,
112420,CRUMBL COOKIES,2106 SIR BARTON WAY #141,40509,605,ACTIVE,19-Jul-2023,12,,"NOTICE TO CORRECT
UNABLE TO LOCATE LFCHD FOOD HANDLER CARDS",
112420,CRUMBL COOKIES,2106 SIR BARTON WAY #141,40509,605,ACTIVE,19-Jul-2023,1,82,   1   6  10  13  18  40  41  46  48  49  50  56,
112420,CRUMBL COOKIES,2106 SIR BARTON WAY #141,40509,605,ACTIVE,07-Aug-2023,2,99,  56,
112464,N & D AFRICAN FOOD MARKET,"139 E. NEW CIRCLE RD., STE 120",40505,610,ACTIVE,23-Aug-2023,1,95,  17  38  39  48,
112719,THE VOID SAKE COMPANY,949 NATIONAL AVE.,40502,605,ACTIVE,05-Oct-2023,1,97,  48  54,
112772,FRANK AND DINO'S,271 W. SHORT ST,40507,605,ACTIVE,07-Aug-2023,1,95,  18  48,
112772,FRANK AND DINO'S,271 W. SHORT ST,40507,605,ACTIVE,21-Aug-2023,2,97,  18,
112772,FRANK AND DINO'S,271 W. SHORT ST,40507,605,ACTIVE,29-Aug-2023,2,100,,
112870,GEORGE WASHINGTON CARVER,123 E. SIXTH ST,40508,605,ACTIVE,26-Sep-2023,1,100,,
112882,OXFORD CIRCLE,1864 OXFORD CIRCLE,40504,605,ACTIVE,25-Jul-2023,1,95,  18  52,
112882,OXFORD CIRCLE,1864 OXFORD CIRCLE,40504,605,ACTIVE,08-Aug-2023,2,99,  57,
112981,RISE UP PIZZA! B&M,101 W. LOUDON AVE #112,40508,605,ACTIVE,20-Jul-2023,1,100,,
113016,ELWOOD HOTEL & SUITES AND FIDDLETREE RESTAURANT &,444 PARKWAY,40504,605,ACTIVE,08-Aug-2023,1,90,  15  24  25  45  56  58,
113016,ELWOOD HOTEL & SUITES AND FIDDLETREE RESTAURANT &,444 PARKWAY,40504,605,ACTIVE,22-Aug-2023,2,100,,
113036,BAD ASS COFFEE OF HAWAII,685 S. LIMESTONE SUITE 140,40508,605,ACTIVE,17-Aug-2023,1,100,,
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,40504,610,ACTIVE,25-Aug-2023,12,,"NOTICE AND ORDER OF QUARANTINE/VOLUNTARY DESTRUCTION
EGGPLANT 25LBS Q1",
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,40504,610,ACTIVE,25-Aug-2023,1,88,  10  15  37  38  48  50  54  56  58,
113179,O'HANA MARKET,1701 ALEXANDRIA DR #D,40504,610,ACTIVE,11-Sep-2023,2,94, 15 37 48 54,
113233,DV8 KITCHEN #2 LLC,"594 E. THIRD ST, STE 100",40508,605,ACTIVE,05-Sep-2023,1,98,  48,
113249,"CONDADO TACOS 34, LLC",114 SUMMIT AT FRITZ FARM STE 110,40517,605,ACTIVE,03-Aug-2023,1,98,  50  56,
113299,BLUEGRASS DISTILLERS,501 WEST SIXTH STREET,40508,605,ACTIVE,20-Sep-2023,1,100,,
113299,BLUEGRASS DISTILLERS,501 WEST SIXTH STREET,40508,610,ACTIVE,20-Sep-2023,1,100,,
113319,AVID HOTEL,1810 BRYANT RD,40509,607,ACTIVE,30-Aug-2023,1,100,,
113396,HAPPY GUYS CONCESSIONS  #1    LLC,134 JESSELIN DR.,40503,603,ACTIVE,18-Jul-2023,2,96,  10  48  49,
113396,HAPPY GUYS CONCESSIONS  #1    LLC,134 JESSELIN DR.,40503,603,ACTIVE,18-Jul-2023,1,93,  10  18  48  49,
113434,TIKIZ SHAVED ICE & ICE CREAM  (STATE MOBILE),1181 GRAY PEAK,41011,605,ACTIVE,04-Jul-2023,12,,"NOTICE TO CORRECT
AN INSPECTION CONDUCTED DISCLOSED THE FOLLOWING VIOLATIONS: MOBILE DID NOT REGISTER LOCATION WITH LFCHD PRIOR TO SET UP (MINIMUM 48 HRS NOTICE)",
113459,LA ROSA'S #1,1540 UNIVERSITY DR,40506,605,ACTIVE,16-Sep-2023,1,99,  56,
113460,LA ROSA'S #2,1540 UNIVERSITY DR,40506,605,ACTIVE,16-Sep-2023,1,98,  56  57,
113468,MANCHESTER COFFEE CO,576 E. 3RD ST,40508,605,ACTIVE,05-Sep-2023,1,100,,
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,05-Jul-2023,1,80,   5   6  18  24  25  38  40  44  48  50  57  58,
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,19-Jul-2023,2,99,  56,
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,15-Aug-2023,3,86,   1   8  10  18  20  25  41,
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,28-Aug-2023,2,94,   6  18  41,
113534,SEDONA TAPHOUSE NORTH,1950 NEWTOWN PIKE,40511,605,ACTIVE,07-Sep-2023,2,99,  10,
113551,HABIBIS SWEETS AND PASTRIES,101 W. LOUDON AVE.,40508,605,ACTIVE,10-Aug-2023,1,99,  38,
113654,PANCHITOS ICE CREAM #2,2417 NICHOLASVILLE RD,40503,605,ACTIVE,18-Sep-2023,1,99,  56,
113661,DOLLAR TREE #8880,2296 EXECUTIVE DR,40505,610,ACTIVE,08-Sep-2023,1,91,  37  39  46  48  51  54  56  57,
113713,THE PREP ACADEMY AT WINBURN,1169 WINBURN DR,40511,605,ACTIVE,05-Sep-2023,1,95,  48  50  58,
113713,THE PREP ACADEMY AT WINBURN,1169 WINBURN DR,40511,605,ACTIVE,19-Sep-2023,2,100,,
113714,THE PREP ACADEMY AT SOUTH LEXINGTON,3500 ARBOR DR,40517,605,ACTIVE,25-Sep-2023,1,100,,
113715,THE PREP ACADEMY AT RUSSELL,520 TONER ST,40511,605,ACTIVE,15-Sep-2023,1,99,  56,
113733,BAD ASS COFFEE OF HAWAII,3070 LAKECREST CIRCLE,40514,605,ACTIVE,29-Sep-2023,1,97,  10  41  56,
113799,DUNKIN DONUTS,2213 VERSAILLES RD.,40504,605,ACTIVE,02-Oct-2023,1,85,   3   6   8  17  21  34  37  44  49,
113799,DUNKIN DONUTS,2213 VERSAILLES RD.,40504,605,ACTIVE,02-Oct-2023,2,97,  17  37  44,
113837,SUNNY SIDE,1165 CENTRE PKWY SUITE 180,40505,605,ACTIVE,25-Sep-2023,1,98,  49  50,
113843,"THE MERRICK INN,  INC",1074 MERRICK DR,40502,605,ACTIVE,05-Oct-2023,1,97,  10  41  49,
114138,MAMA TEQUILA,367 W. SHORT STREEET. STE #150,40507,605,ACTIVE,18-Sep-2023,1,90,   6  18  21  34  37,
114140,GEORGETOWN CAFE 1,417 GEORGETOWN ST. SUITE #130,40508,605,ACTIVE,02-Oct-2023,2,98,  17  34,
114140,GEORGETOWN CAFE 1,417 GEORGETOWN ST. SUITE #130,40508,605,ACTIVE,02-Oct-2023,1,93,  17  18  24  34,
114157,KUNG FU TEA,685 S. LIMESTONE,40508,605,ACTIVE,04-Aug-2023,1,96,  39  40  50  56,
114348,GARDEN SPRINGS MARKET,2034 GARDEN SPRING DR,40504,610,ACTIVE,06-Oct-2023,1,93,  45  48  50  54  56  57,
114350,PARLOR DOUGHNUTS,630 EUCLID AVE #150,40502,605,ACTIVE,14-Aug-2023,1,96,  40  46  50  56,
114355,CHICK-FIL-A,3401 NICHOLASVILLE RD STE FC-5A,40503,605,ACTIVE,21-Jul-2023,1,98,  50  56,
114360,SIGNATURE CLUB - BALLROOM,3256 LANSDOWNE DR,40502,605,ACTIVE,25-Jul-2023,1,98,  37  50,
114391,LA FOLIE,111 WOODLAND AVE,40502,605,ACTIVE,11-Aug-2023,1,85,   1   8  13  17  25  40  44  45  56  57,
114391,LA FOLIE,111 WOODLAND AVE,40502,605,ACTIVE,23-Aug-2023,2,95,  40  45  48  56,
114393,QUALITY INN / MAINSTAY SUITES,1938 STANTON WAY,40511,605,ACTIVE,19-Sep-2023,1,98,  56  57,
114399,NUHEALTH SUPPLEMENTS,2308 SIR BARTON WAY STE 130,40509,605,ACTIVE,07-Aug-2023,1,100,,
114399,NUHEALTH SUPPLEMENTS,2308 SIR BARTON WAY STE 130,40509,607,ACTIVE,07-Aug-2023,1,100,,
114418,SOUTH OF WRIGLEY,472 SOUTHLAND DR,40503,605,ACTIVE,06-Oct-2023,1,97,  45  50  57,
114462,BLUEGRASS PACE CARE,2409 MEMBERS WAY,40504,605,ACTIVE,09-Aug-2023,1,100,,
114514,HEALTHY HABITS LEX,3165 BEAUMONT CENTER CIRCLE UNIT 160,40513,607,ACTIVE,20-Sep-2023,1,100,,
114530,TOP DECK,1800 NEWTOWN PIKE,40511,605,ACTIVE,02-Jul-2023,12,,"NOTICE TO CORRECT
INSPECTION REVEALED CHLORAMINE >2 PPM",
114530,TOP DECK,1800 NEWTOWN PIKE,40511,605,ACTIVE,23-Aug-2023,1,99,  56,
114541,BANKS BAKING,1244 VERSAILLES RD,40508,605,ACTIVE,06-Oct-2023,1,100,,
114550,IPALAPAS CATERING,1765 ALEXANDRIA DR.,40504,605,ACTIVE,18-Sep-2023,1,93,  34  39  41  48  54  56,
114563,CAFE EMPORIO BY BUSALACCHI,808 N LIMESTONE SUITE 1,40505,605,ACTIVE,23-Aug-2023,1,100,,
114563,CAFE EMPORIO BY BUSALACCHI,808 N LIMESTONE SUITE 1,40505,607,ACTIVE,23-Aug-2023,1,100,,
114579,TINCAN COFFEE CO.,1500 MUI STATION RD.,40516,605,ACTIVE,04-Jul-2023,1,100,,
114691,ZUNDO RAMEN & POKE,127 W. TIVERTON WAY #11,40503,605,ACTIVE,22-Sep-2023,1,79,   8  15  18  22  24  25  38  41  48  50  56,
114702,STONER'S PIZZA JOINT,547 S. LIMESTONE,40508,605,ACTIVE,07-Jul-2023,2,100,,
114705,KATIES HAPPY HOT DOGS #2,3637 IRON LACE DR.,40509,603,ACTIVE,03-Jul-2023,1,96,   8  55,
114705,KATIES HAPPY HOT DOGS #2,3637 IRON LACE DR.,40509,603,ACTIVE,03-Jul-2023,2,99,  55,
114725,ANDY'S FROZEN CUSTARD,1200 S. BROADWAY,40504,605,ACTIVE,24-Aug-2023,1,90,   1   3  40  45  51  56  58,
114725,ANDY'S FROZEN CUSTARD,1200 S. BROADWAY,40504,605,ACTIVE,08-Sep-2023,2,96,   1  48,
114725,ANDY'S FROZEN CUSTARD,1200 S. BROADWAY,40504,605,ACTIVE,15-Sep-2023,2,98,  48,
114784,"BARN DOOR, THE",5461 IRONWORKS PIKE,40511,605,ACTIVE,18-Sep-2023,1,94,   6  29  44  50,
114784,"BARN DOOR, THE",5461 IRONWORKS PIKE,40511,605,ACTIVE,18-Sep-2023,2,98,  44  50,
114898,STUARTO'S OLIVE OIL COMPANY,443 S. ASHLAND AVE.,40509,607,ACTIVE,06-Oct-2023,1,99,  50,
114898,STUARTO'S OLIVE OIL COMPANY,443 S. ASHLAND AVE.,40509,607,ACTIVE,06-Oct-2023,1,100,,
114981,NATE'S COFFEE HIDEAWAY,206 W. MAIN STREET,40507,605,ACTIVE,18-Aug-2023,2,99,  40,
114981,NATE'S COFFEE HIDEAWAY,206 W. MAIN STREET,40507,605,ACTIVE,18-Aug-2023,1,97,  13  40,
115082,NUHEALTH KITCHEN (INSIDE LEX MOTOR SPORTS),3180 RICHMOND ROAD,40509,605,ACTIVE,03-Aug-2023,1,97,  40  41  46,
115082,NUHEALTH KITCHEN (INSIDE LEX MOTOR SPORTS),3180 RICHMOND ROAD,40509,605,ACTIVE,03-Aug-2023,1,100,,
115082,NUHEALTH KITCHEN (INSIDE LEX MOTOR SPORTS),3180 RICHMOND ROAD,40509,607,ACTIVE,03-Aug-2023,1,100,,
115082,NUHEALTH KITCHEN (INSIDE LEX MOTOR SPORTS),3180 RICHMOND ROAD,40509,607,ACTIVE,03-Aug-2023,1,97,  40  41  46,
115094,JETS KENTUCKY 6 LLC,4222 SARON DR.,40515,605,ACTIVE,10-Jul-2023,1,100,,
115287,UME RAMEN,867 S. BROADWAY #130,40504,605,ACTIVE,08-Aug-2023,1,90,   6   8  15  18,
115287,UME RAMEN,867 S. BROADWAY #130,40504,605,ACTIVE,08-Aug-2023,2,98,  15,
115289,TOSSIN THA SAUCE WINGS,3094 RICHMOND RD #180,40509,605,ACTIVE,14-Jul-2023,1,87,  13  21  25  41  46  48  50  57,
115289,TOSSIN THA SAUCE WINGS,3094 RICHMOND RD #180,40509,605,ACTIVE,31-Jul-2023,2,97,  44  48,
115378,TRINDYS CAFE @KINCAID TOWERS,300 W. VINE ST. #200,40507,605,ACTIVE,25-Sep-2023,1,97,  41  50  56,
115391,SAM'S HOT DOG STAND,192 LEXINGTON GREEN CIRCLE,40503,605,ACTIVE,17-Jul-2023,1,95,  46  48  50  54,
115453,SAWYER'S DOWNTOWN,140 WEST MAIN STREET,40507,605,ACTIVE,25-Aug-2023,1,99,  50,
115521,RAM 3 LLC- SHELL,1009 GEORGETOWN RD.,40511,607,ACTIVE,05-Jul-2023,2,100,,
115527,THE LOCAL TACO,1916 PAVILLION WAY,40509,605,ACTIVE,11-Jul-2023,2,99,  41,
115571,MEGAMINDS EDUCARE,3130 CUSTER DR.,40517,605,ACTIVE,31-Jul-2023,1,99,  46,
115588,LOS HERMANOS MARKET LLC,1511 RUSSELL CAVE RD.,40505,610,ACTIVE,07-Aug-2023,2,99,  56,
115588,LOS HERMANOS MARKET LLC,1511 RUSSELL CAVE RD.,40505,610,ACTIVE,07-Aug-2023,1,97,  13  56,
115622,JAVA JUKEBOX,640 W. MAXWELL #130,40508,605,ACTIVE,22-Aug-2023,1,100,,
115639,ZAKI,891 GEORGETOWN ST.,40508,605,ACTIVE,21-Sep-2023,2,95,  15  37  50  56,
115639,ZAKI,891 GEORGETOWN ST.,40508,605,ACTIVE,21-Sep-2023,1,94,  15  25  37  50,
115687,THE OASIS RESTAURANT,837 CHEVY CHASE PL.,40502,605,ACTIVE,19-Jul-2023,1,84,   3   6  13  18  21  40  41  45  56,
115687,THE OASIS RESTAURANT,837 CHEVY CHASE PL.,40502,605,ACTIVE,02-Aug-2023,2,95,  23  45  56,
115687,THE OASIS RESTAURANT,837 CHEVY CHASE PL.,40502,605,ACTIVE,02-Aug-2023,12,,"NOTICE AND ORDER OF QUARANTINE/VOLUNTARY DESTRUCTION
HUMMUS 17LBS Q1/Q2",
115687,THE OASIS RESTAURANT,837 CHEVY CHASE PL.,40502,605,ACTIVE,09-Aug-2023,2,97,  41  45  56,
115690,ZAXBY'S,1115 S. BROADWAY,40508,605,ACTIVE,28-Jul-2023,2,92,  10  37  38  41  45  48  50,
115690,ZAXBY'S,1115 S. BROADWAY,40508,605,ACTIVE,28-Jul-2023,1,86,   6  10  24  25  37  38  41  45  48  50,
115691,ZAXBY'S,1772 SHARKEY WAY,40511,605,ACTIVE,31-Aug-2023,1,76,   6   8  10  18  21  22  34  40  45  48  50  51  56  57,
115691,ZAXBY'S,1772 SHARKEY WAY,40511,605,ACTIVE,31-Aug-2023,12,,"NOTICE TO CORRECT
INSPECTION REVEALED NO SANITIZER IN FACILITY.  WALK IN COOLER AT 50F TCS FOOD NOT MAINTAINED 135 OR ABOVE COLD HOLDING UNIT NOT 41 OR BELOW NOT WASHING HANDS PRIOR TO FOOD PREP
COMPLIANCE WITH THIS ORDER SHALL BE EFFECTIVE IMMEDIATELY
SUSPENSION SHALL BE EFFECTIVE IMMEDIATELY. A REQUEST FOR RE-INSPECTION FOR THE PURPOSE OF REINSTATEMENT OF SUSPENDED PERMIT MAYBE FILED.",
115691,ZAXBY'S,1772 SHARKEY WAY,40511,605,ACTIVE,31-Aug-2023,12,,"NOTICE AND ORDER OF QUARANTINE/VOLUNTARY DESTRUCTION
CHICKEN 320 LBS, CHEESE 10 LBS, TOMATO 3 LBS, CUCUMBER 3 LBS, SOUTH WEST RANCH 15 LB, AMERICAN CHEESE 35 LBS",
